customer,name,name_norm,terms,terms_description,ship_via,def_wh,div,active,addr1,city,state,postal
SHOEWARE5,SHOEWAREHOUSE RORO INC. #5,SHOEWAREHOUSEROROINC5,30,NET 30,,,,N,11802 FARSIDE RD,ELLICOTT CITY,MD,21042
SHOEWARE6,SHOE WAREHOUSE RORO INC. #6,SHOEWAREHOUSEROROINC6,30,NET 30,,,,N,11802 FARSIDE RD,ELLICOTT CITY,MD,21042
SHOEWARE7,SHOEWAREHOUSE RORO INC. #7,SHOEWAREHOUSEROROINC7,30,NET 30,,,,N,11802 FARSIDE RD,ELLICOTT CITY,MD,21042
SHOEWARE8,SHOE WAREHOUSE  RORO INC.#8,SHOEWAREHOUSEROROINC8,30,NET 30,,,,N,11802 FARSIDE RD,ELLICOTT CITY,MD,21042
SHOEWARE9,SHOE WAREHOUSE RORO INC. #9,SHOEWAREHOUSEROROINC9,30,NET 30,,,,N,11802 FARSIDE RD,ELLICOTT CITY,MD,21042
SHOEWAREHO,SHOE WAREHOUSE,SHOEWAREHOUSE,,,,,,N,11802 FARSIDE ROAD,ELLICOT CITY,MD,21042
SHOEWEAR14,SHOE WEARHOUSE #14,SHOEWEARHOUSE14,30,NET 30,,,,N,11802 FARSIDE ROAD,ELLICOTT CITY,MD,21042
SHOEZNMORE,"SHOEZ ""N"" MORE",SHOEZNMORE,C3,CIT NET 30,,,,N,4949 S CEDAR ST SUITE# 1,LANSING,MI,48910
SHOP,SHOP PRETTY GIRL,SHOPPRETTYGIRL,,,FEDGROUND,,,Y,246 INDUSTRIAL WAY WEST,EATONTOWN,NJ,07724
SHOPKO,SHOPKO STORES OPERATING CO. LLC,SHOPKOSTORESOPERATINGCOLLC,C6,CIT NET 60,UPS,,,Y,ATTN: ACCOUNTS PAYABLE,GREEN  BAY,WI,543079045
SHOPPERS,SHOPPER SERVICE,SHOPPERSERVICE,CC,CREDIT CARD,,,,N,5946 SUCESS DRIVE PO BOX4430,ROME,NY,13440
SHOPPERSWO,SHOPPERS WORLD,SHOPPERSWORLD,6C,CIT NET 60,,,,Y,"SW GROUP LLC,9 EAST 40TH STREET",NEW YORK,NY,10016
SHORR,SHORR PACKAGING CORPORATION,SHORRPACKAGINGCORPORATION,C1,CIT NET 15,,,,Y,PO BOX 6800,AURORA,IL,60502
SIDSPANTS,SIDS PANTS #9,SIDSPANTS9,30,NET 30,,,,N,ROOSEVELT FIELD MALL,GARDEN CITY,NY,11530
SIERRA,SIERRA TRADING POST,SIERRATRADINGPOST,6C,CIT NET 60,FEDGROUND,,,Y,"SIERRA TRADING POST, INC.",FARMINGHAM,MA,01701
SIGMAJEWER,SIGMA JEWERLY,SIGMAJEWERLY,CO,C.O.D.,,,,N,1147 UNIT C SOUTH MAIN STREET,LOS ANGELES,CA,90015
SIGMAPERFU,SIGMA PERFUMES,SIGMAPERFUMES,CO,C.O.D.,,,,N,7250 HARWIN DR. SUITE C.,HOUSTON,TX,77036
SIGNATURE,SIGNATURE,SIGNATURE,CO,C.O.D.,,,,N,1357 WISCONSIN AVE.,WASHINGTON,DC,20002
SILCOTTS,SILCOTTS,SILCOTTS,CO,C.O.D.,,,,N,11 WASHINGTON STREET,VALPARASIO,IN,46383
SILHOUETTE,SILHOUETTE LLC,SILHOUETTELLC,3A,CIT NET 30 DAYS,,,,Y,4901 ZAMBRAND STREET,COMMERCE,CA,90040
SILVERECOM,ECOMMERCE INNOVATIONS,ECOMMERCEINNOVATIONS,30,NET 30,,,,N,2675 SKYPARK DR.,TORRANCE,CA,920505
SILVERFACT,SILVER FACTORY,SILVERFACTORY,30,NET 30,,,,N,11461 HARRY HINES BLVD.,DALLAS,TX,75229
SILVERINSP,SILVER INSPIRED.COM,SILVERINSPIREDCOM,30,NET 30,,,,N,2675 SKYPARK DRIVE SUITE204,TORRANCE,CA,90505
SILVERPLAN,SILVER PLANET,SILVERPLANET,30,NET 30,,,,N,206 SAN JOSE STREET,OLDSAN JUAN,XX,00901
SILVERPLUS,SILVER PLUS IMPORTS,SILVERPLUSIMPORTS,30,NET 30,,,,N,861 SIXTH AVENUE,SAN DEIGO,CA,92101
SILVERQUEE,SILVER QUEEN,SILVERQUEEN,CO,C.O.D.,,,,N,306 5TH AVENUE 31&32,NEW YORK,NY,10001
SILVERSPID,SILVER SPIDER,SILVERSPIDER,CO,C.O.D.,,,,N,OLD CAPITAL MALL 301,IOWA CITY,IO,52240
SILVERWHOL,SILVER WHOLESALE,SILVERWHOLESALE,30,NET 30,,,,N,780 HIGHWAY 17 SOUTH SUITE B,SURSIDE BACH,SC,29575
SIM256,SIMON SHOES,SIMONSHOES,60,NET 60,FEDGROUND,,,N,57-03 MYRTLE AVE,RIDGEWOOD,NY,11385
SIM5,SIMON SHOES #5,SIMONSHOES5,60,NET 60,FEDGROUND,,,N,2130 3RD AVE,NEW YORK,NY,10035
SIMAFASH,SIMA FASHION,SIMAFASHION,90,NET 90,TRUCK,,,Y,530 7TH AVE,NEW YORK,NY,10018
SIMANS,SIMANS,SIMANS,,,,,,N,XX XXXXX XX,XXXXX,NY,0000
SIMON,"SIMON PROPERTY GROUP, LP",SIMONPROPERTYGROUPLP,C3,CIT NET 30,,,,Y,225 WEST WASHINGTON STREET,INDIANAPOLIS,IN,46204
SIMON6,SIMON SHOES #6,SIMONSHOES6,60,NET 60,FEDGROUND,,,Y,420 EAST 149 STREET,BRONX,NY,10455
SIMON8,SIMON 8,SIMON8,60,NET 60,FEDGROUND,,,Y,37-35 82 ND STREET,QUEENS,NY,11372
SIMONCO,SIMON CO.,SIMONCO,CO,C.O.D.,,,,N,636 MARKET STREET,KINGSTON,PA,18704
SIMPLEIRRE,SIMPLY IRRESISTIBLE,SIMPLYIRRESISTIBLE,CO,C.O.D.,,,,N,1 COMANCHE CT,KATONAH,NY,10536
SIMPLISTIC,SIMPLISTIC,SIMPLISTIC,30,NET 30,,,,Y,1400 BROADWAY,NEW YORK,NY,10018
SIMPLYDIVA,SIMPLY DIVAS,SIMPLYDIVAS,CC,CREDIT CARD,,,,N,MATHIS 507 N. HWY 77 #610,WAXAHACHIE,TX,75165
SIMPLYFASH,"SIMPLY FASHIONS STORES, LTD.",SIMPLYFASHIONSSTORESLTD,C6,CIT NET 60,,,,Y,2500 CRESTWOOD BOULEVARD,BIRMINGHAM,AL,352102096
SISTER1,SISTER 1,SISTER1,30,NET 30,,,,N,2791 100TH STREET,URBANDALE,IO,50322
SISTERJEWE,SISTER JEWERLY GIFT,SISTERJEWERLYGIFT,CC,CREDIT CARD,,,,N,330 TATE STREET,GREENSBORO,NC,2703
SISTERUNIQ,SISTER  THE UNIQUE BOUTIQUE,SISTERTHEUNIQUEBOUTIQUE,30,NET 30,,,,N,SPRING HOUSE SQUARE 809,LOWER GWYNEDD,PA,19002
SIXFLAGS,SIX FLAGS,SIXFLAGS,,,,,,N,1001 FAIRGROUNDS DRIVE,VALLEJO,CA,94589
SKILLZURBA,SKILLZ URBAN WEAR,SKILLZURBANWEAR,,,,,,N,2727 S.CLAIBORNE,NEW ORLEANS,LA,70125
SKYIMPORT,SKY IMPORTS,SKYIMPORTS,CO,C.O.D.,,,,N,11180 HARRY HINES BLVD,DALLAS,TX,75221
SLAMDUNK,SLAM DUNK STRORES INC,SLAMDUNKSTRORESINC,CO,C.O.D.,UPS,,,N,1960 3RD AVE,NEW YORK,NY,10029
SLIGHT,SLIGHT INDULGENCE,SLIGHTINDULGENCE,CC,CREDIT CARD,,,,N,PO BOX 1934,OAK BLUFFS,MA,02557
SM,S&M  (STEVE STOMA),SMSTEVESTOMA,CC,CREDIT CARD,,,,N,814 THIRD AVE,LAKE CHARLES,LA,70601
SMGUAM,SM GUAM,SMGUAM,30,NET 30,,,,N,401 E. BIRD LANE,LITCHFIELD PARK,AZ,85340
SNI,SNI/SOURCING NETWORK INTERNATIONAL,SNISOURCINGNETWORKINTERNATIONAL,,,,,,N,2525 STATE ROAD,BENSALEM,PA,19020
SNOOZYKIDS,SNOOZY KIDS,SNOOZYKIDS,WR,WIRE,,,,Y,228 COUNTRY CLUB PARK,BIRMINGHAM,AL,35213
SOCUITE,SO CUITE BOUTIQUE,SOCUITEBOUTIQUE,CC,CREDIT CARD,,,,N,2931 N. BROADWAY,CHICAGO,IL,60657
SOHN,SOHN ENTERPRISES LLC,SOHNENTERPRISESLLC,,,,,,Y,3753 HOWARD HUGHES PKWY,LAS VEGAS,NV,89169
SOHO,SOHO,SOHO,WR,WIRE,,,,N,#45-4 PISO COL.,CONDESA C.P.,XX,06140
SOIX,SIOX ANA CECILIA MALA,SIOXANACECILIAMALA,30,NET 30,,,,N,1412 ITULBIDE,LAREDO,TX,78040
SOLARELECT,"SOLARELECTRIC SERD, S.R.L.",SOLARELECTRICSERDSRL,WR,WIRE,,,,Y,AV. GEORGE WASHINGTON #500.,PISO 1. LOCAL 113-C,XX,XXXXXX
SOLARTIME,SOLAR TIME,SOLARTIME,30,NET 30,,,,N,162 AVE T,BROOKLYN,NY,11223
SOLENER,SOLENER,SOLENER,WR,WIRE,,,,Y,8 ZONE DE MANHITY,LE LAMENTIN MARTINIQUE,XX,XXXXX
SOLES4SOUL,SOLES 4 SOULS NONPROFIT,SOLES4SOULSNONPROFIT,N7,NET 7 DAYS,,,,Y,2469 BRANSFORD AVENUE,NASHVILLE,TN,37204
SOLIS,SOLIS,SOLIS,30,NET 30,,,,N,122 SOUTH BUFFALO STREET,WARSAW,IN,46580
SOLOCOUTUR,SOLO COUTURE,SOLOCOUTURE,,,,,,N,234 BEACH 101 STREET,ROCKAWAY PARK,NY,11964
SOLON,SOLON,SOLON,30,NET 30,,,,N,37769 N. 94TH STREET,SCOTTS DALE,AZ,85262
SOMETHING,SOMETHING SPECIAL,SOMETHINGSPECIAL,CO,C.O.D.,,,,N,1014 S. SANTEE STREET,LOS ANGELES,CA,90015
SONGHAI,SONGHAI,SONGHAI,,,,,,N,BRUCE COMMERCIAL COMPLEX,ST. GEORGES GRENADA,WI,
SOPHADIS,SOPHIA DISCOUNT,SOPHIADISCOUNT,,,,,,N,2352 FRONT ST.,PHILADELPHIA,PA,19133
SOSOUTLET,SOS OUTLET STORIES,SOSOUTLETSTORIES,30,NET 30,,,,N,1878 MANTON PIKE EAST,CHERRY HILL,NJ,08003
SOTHANKFUL,SO THANKFUL,SOTHANKFUL,C3,CIT NET 30,,,,N,390 1ST AVE,SAN MATEO,CA,94401
SOUK,AFAG Q TECH GENERAL TRADING CO.,AFAGQTECHGENERALTRADINGCO,90,NET 90,ROUTING,,,Y,RIYADH GALLERY GATE A2,RIYADH,XX,XXXXX
SOUKUAE,UAE,UAE,,,FEDGROUND,,,Y,Q TECH GENERAL TRADING LLC,DUBAI,XX,XXXX
SOURCEINC,SOURCE INC.,SOURCEINC,30,NET 30,,,,N,1158 A BROADWAY,NEW YORK,NY,10001
SOUTHEAST,SOUTH EAST OIL,SOUTHEASTOIL,,,,,,N,160 TITCHELL ROAD,DOTHAN,AL,36302
SOUTHFIELD,SOUTHFIELD GOLD&DIAMONDS,SOUTHFIELDGOLDDIAMONDS,30,NET 30,,,,N,3201 S. DORT HWY,FLINT,MI,48507
SOUTHWEST,SOUTHWEST INCENTIVES,SOUTHWESTINCENTIVES,,,,,,Y,1212 E. ARAPAHO ROAD,RICHARDSON,TX,75801
SOUVENIR,SOUVENIR ON FIFTH,SOUVENIRONFIFTH,,,,,,N,34 WEST 34TH STREET,NEW YORK,NY,10001
SPANISHDUT,SPANISH DUTCH CONVOY INC.,SPANISHDUTCHCONVOYINC,CC,CREDIT CARD,,,,N,60 SAINT GEORGE STREET,ST. AUGUSTINE,FL,32084
SPARKLESAC,SPARKLES ACCESSORIES,SPARKLESACCESSORIES,CO,C.O.D.,,,,N,1241 WASHINGTON AVE.,MAIMI BEACH,FL,33139
SPECTRUM,SPECTRUM,SPECTRUM,30,NET 30,,,,N,230 5TH AVE. SUITE #910,NEW YORK,NY,10001
SPEED,SPEED CUSTOMS SRL,SPEEDCUSTOMSSRL,,,,,,Y,"ESMERALDA 155 2DO PISO, OFICINA 11",CABA,CP,C1035
SPEIGEL,SPEIGEL,SPEIGEL,30,NET 30,,,,N,711THIRD AVENUE 4TH FLOOR,NEW YORK,NY,10017
SPENCER,SPENCERS GIFT LLC,SPENCERSGIFTLLC,C6,CIT NET 60,FEDGROUND,,,Y,6826 BLACK HORSE PIKE,EGG HARBOR TOWNSHIP,NJ,082344197
SPOLIED,SPOILED ROTTEN BOTIQUE IRENE ZAKAR,SPOILEDROTTENBOTIQUEIRENEZAKAR,30,NET 30,,,,N,4741 ELEN COURT,SHINGLE SPRING,CA,95682
SPORT,KEYSPORT LLC,KEYSPORTLLC,6C,CIT NET 60,,,,Y,255 ARAGON AVENUE,CORAL GABES,FL,33134
SPORTSPROF,SPORTS PROFILO,SPORTSPROFILO,CC,CREDIT CARD,,,,N,31 PEACHTREE ST,ATLANTA,GA,30303
SPRFMUS,SPRINGFIELD MUSEUMS CORPORATION,SPRINGFIELDMUSEUMSCORPORATION,CC,CREDIT CARD,,,,Y,10618 CARENA CIRCLE,FORT MEYERS,FL,33913
SRM,SEARS MEXICO,SEARSMEXICO,,,,,,Y,SEARS MEXICO,,,
STAGEECOM,STAGE STORES ECOM,STAGESTORESECOM,45,NET 45,FEDGROUND,,,N,2425 WEST LOOP SOUTH,HOUSTON,TX,77027
STAGESTORE,STAGE STORES INC,STAGESTORESINC,C6,CIT NET 60,CTE,,,N,ATT: VENDOR RELATIONS MANAGER,HOUSTON,TX,77225-0768
STAMBOULI,STAMBOULI ENTERPRISES ( CYRUS) LTD,STAMBOULIENTERPRISESCYRUSLTD,C3,CIT NET 30,,,,N,16 KYRIAKOS MATRSIS AVE,NICOSIA CYPRUS,XX,XXXX
STARBOARD,STARBOARD HOLDING LTD,STARBOARDHOLDINGLTD,C6,CIT NET 60,ROUTING,,,Y,8400 NW 36 ST.,MIAMI,FL,33166
STARRSBYST,STARRS BY STEPHANIE,STARRSBYSTEPHANIE,30,NET 30,,,,N,1 NORRIS COURT,BURR RIGE,IL,60527
STEELS,STEELS,STEELS,C4,CIT NET 45,,,,N,ACCOUNTS PAYABLE PO BOX 20289,HOUSTON,TX,77225
STEINECOMM,STEINMART ECOM,STEINMARTECOM,C8,CIT NET 10 EOM + 30,,,,Y,1441 BROADWAY 27TH FL,NEW YORK,NY,10018
STEINMART,STEIN MART,STEINMART,C6,CIT NET 60,,,,N,ATTN: MERCHANDISE ACCOUNTS PAYABLE,JACKSONVILLE,FL,32247
STEINMART1,STEIN MART,STEINMART,C8,CIT NET 10 EOM + 30,NRT,,,Y,ATT: MERCHANDISE ACCOUNTS PAYABLE,JACKSONVILLE,FL,322478130
STELIS,STELIS,STELIS,30,NET 30,,,,N,504 AVENUE U,BROOKLYN,NY,11223
STEPNSTYLE,STEP N STYLE,STEPNSTYLE,30,NET 30,,,,N,5441 NORWOOD AVE..,SACKSONVILLE,FL,32208
STEPPINOUT,STEPPIN OUT DISTRIBUTORS INC.,STEPPINOUTDISTRIBUTORSINC,30,NET 30,,,,N,TERRI LABELLE FASHION EXCHANGE,VANCOVER,BC,V6A4J6
STEPSNEWYO,STEPS NEW YORK ERBIL YILMAZ,STEPSNEWYORKERBILYILMAZ,30,NET 30,,,,N,662 DELL ROAD,CARLSTAD,NJ,07072
STEWARTS,STEWARTS SHOPS CORP,STEWARTSSHOPSCORP,C3,CIT NET 30,ROUTING,,,Y,PO BOX 435,SARATOGA SPRINGS,NY,12866
STGABRIEL,ST. GABRIEL PHARMACY NERIS JIMENEZ,STGABRIELPHARMACYNERISJIMENEZ,30,NET 30,,,,N,18N. BURNSIDES AVENUE,BRONX,NY,10453
STITCHFIX,STITCHFIX,STITCHFIX,C7,CIT NET 75,,,,Y,1 MONTGOMERY TOWER,SAN FRANCISCO,CA,94104
STJOSEPH,ST. JOSEPH HEALTH CENTER MARGARET BURGER,STJOSEPHHEALTHCENTERMARGARETBURGER,30,NET 30,,,,N,300 FIRST CHPITOL,ST.CHARLES,MO,63301
STLUKE,ST LUKES HOSPITAL GIFT SHOP DONNA ADAM,STLUKESHOSPITALGIFTSHOPDONNAADAM,30,NET 30,,,,N,4400 WORNALL,KANSAS CITY,MO,64111
STOCK,STOCK,STOCK,,,,,,Y,SYSTEM REQUIRED,.,.,.
STOCKX,WATCH MASTER STYLE FOR STOCK,WATCHMASTERSTYLEFORSTOCK,,,,,,Y,1400 BROADWAY,NEW YORK,NY,10018
STORMINNOR,STORMIN NORMAN'S,STORMINNORMANS,CC,CREDIT CARD,FEDEXGROUN,,,N,205 PACIFIC AVENUE SOUTH,LONG BEACH,WA,98631
STREET,STREET SMART,STREETSMART,30,NET 30,,,,N,60 PASSAIC AVE. BLDG 13,KEARNY,NJ,07032
STREETSMAR,STREET SMART #1,STREETSMART1,60,NET 60,,,,N,60 PASSAIC AVE.. BLDG 13,KEARNY,NJ,07032
STUF,STUF MARLENE BIBI,STUFMARLENEBIBI,CO,C.O.D.,,,,N,711 AVENUE S,BROOKLYN,NY,11223
STYLE,STYLE,STYLE,30,NET 30,,,,N,777 N.W. 72 AVE. SHOWROOM 2078,MIAMI,FL,33126
STYLES,STYLES FOR LESS,STYLESFORLESS,C3,CIT NET 30,,,,N,12728 S. SHOEMAKER,SANTA FE SPRING,CA,90670
STYLESF,STYLES FOR LESS,STYLESFORLESS,C3,CIT NET 30,,,,N,1205 N. MILLER STREET,ANAHEIM,CA,92806
SUBURBIA,SUBURBIA MEXICO,SUBURBIAMEXICO,60,NET 60,FEDGROUND,,,Y,PROLONGACION VASCO DE QUIROGA 4800,COL. SANTA FE CUAJIMALPA,CP,05348
SUECOX,SUE COX JEWELRY,SUECOXJEWELRY,30,NET 30,,,,N,303 LOGAN STREET,KINGSTREE,SC,29556
SUITMAR,SUITMART,SUITMART,,,,,,N,SUITMART,HOUSTON,TX,77025
SUITMART,SUITMART,SUITMART,C6,CIT NET 60,,,,N,1211 SOUTH LOOP,WEST HOUSTON,TX,77054
SUITS,SUITS BY SOOULJAH HERBERTH,SUITSBYSOOULJAHHERBERTH,CO,C.O.D.,,,,N,4782 LOMA DEC RET,EL PASO,TX,79934
SUNILROCIO,SUNIL ROCIO,SUNILROCIO,30,NET 30,,,,N,P O BOX  664,SAUGATUCK,MI,49453
SUNNYTECH,SUNNY TECH SERVICES INC.,SUNNYTECHSERVICESINC,CO,C.O.D.,,,,Y,PO BOX 952,BROOKLYN,NY,11210
SUNNYTOYS,SUNNY TOYS & GIFTS INC.,SUNNYTOYSGIFTSINC,CC,CREDIT CARD,,,,Y,2910 NE 164TH STREET,NORTH MIAMI BEACH,FL,33154
SUNSATION,SUNSATION OF DESTIN  INC,SUNSATIONOFDESTININC,C6,CIT NET 60,,,,N,12400 FRONT BEACH ROAD,PANAMA CITY,FL,32407
SUNSATIONS,SUNSATIONS OF PANAMA CITY INC,SUNSATIONSOFPANAMACITYINC,C6,CIT NET 60,,,,N,12400 FRONT BEACH ROAD,PANAMA CITY,FL,32407
SUNSHINE,SUNSHINE,SUNSHINE,C6,CIT NET 60,,,,N,7350 HARWIN DR. SUITE 300,HUSTON,TX,77036
SUNSHINE1,COOKIES SUNSHINE STORES INC.,COOKIESSUNSHINESTORESINC,3N,1% 10 EOM + 30,FEDGROUND,,,Y,982 FLATBUSH AVENUE,BROOKLYN,NY,11226
SUNSHINETO,SUNSHINE TOO,SUNSHINETOO,C3,CIT NET 30,,,,N,1788  COVENTRY RD,CLEVELAND,OH,44118
SUPER,SUPER JEWELES,SUPERJEWELES,CC,CREDIT CARD,,,,N,777 N.W 72ND AVE SUITE# A  2053,MIAMI,FL,33126
SUPERELMUN,SUPER EL MUNDO,SUPERELMUNDO,60,NET 60,,,,N,3775 10TH AVENUE BET. 202ND&203RD,NEW YORK,NY,10034
SUPERIORH,SUPERIOR HEALTHCARE,SUPERIORHEALTHCARE,WR,WIRE,,,,Y,600 BROADWAY,LYNBROOK,NY,11563
SUPERSHOES,SUPER SHOES,SUPERSHOES,X9,CIT NET 30 DAYS,ROUTING,,,Y,ATTN: ACCOUNTS PAYABLE,CUMBERLAND,MD,21502
SUPLIDORA,"SUPLIDORA DE MODA, S.A.",SUPLIDORADEMODASA,30,NET 30,CUSTOMERPU,,,N,"9A AVENIDA, 13-64","ZONA 3 MIXCO, ALVARADO",GT,01057
SUPREME,SUPREME WHOLESALE,SUPREMEWHOLESALE,CO,C.O.D.,,,,N,10717 HARRY HINES BLVD. SUITE A,DALLAS,TX,76220
SURAIN,SURAIN JAGNANAN,SURAINJAGNANAN,CC,CREDIT CARD,,,,Y,10 EVANS AVENUE,ALBERTSON,NY,11507
SURFSTYLE1,SURF STYLE UZI BEN OLIEL,SURFSTYLEUZIBENOLIEL,30,NET 30,,,,N,1051 WASHINGTON AVENUE,MIAMI BEACH,FL,33139
SURFSTYLE2,SURF STYLE JANNINA,SURFSTYLEJANNINA,30,NET 30,,,,N,421 LINCOLN ROAD,MIAMI BEACH,FL,33139
SURPLUS,SURPLUS COMPUTER MIKE MAK,SURPLUSCOMPUTERMIKEMAK,CC,CREDIT CARD,,,,N,1600 DUANE AVENUE,SANTA CLARA,CA,95054
SUZIPAIGE,SUZY PAIGE LLC,SUZYPAIGELLC,CC,CREDIT CARD,,,,Y,2118 HIGHWAY 1 SOUTH,GREENVILLE,MS,38701
SUZY,SUZY SHIER,SUZYSHIER,C3,CIT NET 30,,,,N,50 DUFFLAW ROAD,TORONTO,ON,M6A2W1
SUZYMAK,SUZY MAK,SUZYMAK,CB,C.B.D,,,,Y,"C/O NDN PROMOTIONS, INC",NEW YORK,NY,10028
SWAPSHOP,SWAP SHOP KAMAN KOON,SWAPSHOPKAMANKOON,CO,C.O.D.,,,,N,1861 NE. 27TH STREET,LIGHTHOUSE POINT,FL,33064
SWEETIE,SWEETIE MOHAMMED,SWEETIEMOHAMMED,CO,C.O.D.,,,,N,5700 READ BLVD. LAKE FOREST,NEW ORLEANS,LA,70127
SWGROUP,SW GROUP,SWGROUP,C6,CIT NET 60,,,,Y,9 EAST 40TH STREET MEZZANINE,NEW YORK,NY,10016
SWIMCITY,SWIM CITY,SWIMCITY,CO,C.O.D.,,,,N,1960 STICKNEYPOINT ROAD,SARASOTA,FL,34231
SWIMMART,SWIM MART,SWIMMART,,,,,,N,5250 SOUTH MCINTOSH,SARASOTA,FL,34233
SWISSGOLD,SWISS GOLD ALLEN MOUMROUT,SWISSGOLDALLENMOUMROUT,30,NET 30,,,,N,13-75 BROADWAY,NEW YORK,NY,10018
SWISSSPORT,"BOLI & COMPANY, LTD.",BOLICOMPANYLTD,CO,C.O.D.,FEDGROUND,,,Y,"VIA ESPANA, PLAZA REGENCY",PANAMA,XX,PANAMA
SWISSTIME,SWISS TIME,SWISSTIME,90,NET 90,,,,Y,145 HIGHLAWN AVE,BROOKLYN,NY,11223
SYMPLEE,SYMPLEE DECO TRACI FREEMAN-HERRERA,SYMPLEEDECOTRACIFREEMANHERRERA,CC,CREDIT CARD,,,,N,"2139 SHAW AVENUE, SUITE-2",CLOVIS,CA,93611
SYNNEX,TD SYNNEX CANADA ULC,TDSYNNEXCANADAULC,C9,CIT NET 90,,,,Y,6911 CREDITVIEW RD,MISSISSAUGA,ON,L5N 8G1
TAILORED,JA APPAREL C/O TAILORED BRANDS,JAAPPARELCOTAILOREDBRANDS,,,,,,Y,1400 BROADWAY,NEW YORK,NY,10018
TAMU,TEXAS A&M UNIVERSITY HEALTH SCIENCE CNTR,TEXASAMUNIVERSITYHEALTHSCIENCECNTR,30,NET 30,,,,N,6000 TAMU 750 AGRONOMY ROAD,COLLEGE STATION,TX,778436000
TANNER,TANNER BOLT & NUT CORP.,TANNERBOLTNUTCORP,CC,CREDIT CARD,,,,Y,714 MONTAUK AVE,BROOKLYN,NY,11208
TARGET,TARGET,TARGET,C7,CIT NET 75,ROUTING,,,Y,1000 NICOLLET MALL,MINNEAPOLIS,MN,55403
TARGETECOM,TARGET ECOM,TARGETECOM,C7,CIT NET 75,FEDGROUND,,,Y,225 TRANSFER DRIVE,INDIANAPOLIS,IN,46288
TATTERS,TATTERS ANGELA BEHRENDS,TATTERSANGELABEHRENDS,CC,CREDIT CARD,,,,N,2928 LYNDALE AVENUE SOUTH,MINNEAPOLIS,MN,55408
TAYAJEWELL,TAYA JEWELLERY ACCESSORIES INC,TAYAJEWELLERYACCESSORIESINC,CC,CREDIT CARD,,,,N,1382 KING STREET NORTH P.O.  611,ST.JACOBS,ON,NOB2N2
TBD,.,,,,,,,Y,.,.,.,..
TCSCLOTHIN,TCS CLOTHING OUTLET,TCSCLOTHINGOUTLET,CC,CREDIT CARD,,,,N,420 SOUTH OHIO,SEDALIA,MO,65301
TDJEWELRY,TD JEWELRY TOYS DEB HUTTER,TDJEWELRYTOYSDEBHUTTER,CC,CREDIT CARD,,,,N,N6708 KARSI DRIVE,EL DORADO,WI,54932
TECHSUP,TECHNOLOGY SUPPLIER LLC,TECHNOLOGYSUPPLIERLLC,CO,C.O.D.,,,,Y,74 GREEN ST,HACKENSACK,NJ,07601
TEKSAAT,TEK SAAT,TEKSAAT,,,FEDGROUND,,,Y,TEK SAAT TICARET LTD. STI. SERIFALI MAH,UMRANIYE/ISTANBUL,XX,XXXXX
TEMPOS,TIEMPOS MODERNOS EGIDIO GRECO,TIEMPOSMODERNOSEGIDIOGRECO,CO,C.O.D.,,,,N,AVENIDA 2 'EL MILAGRO' CENTRO LARGO,MARACAIBO,XX,XXXXX
TEMPUS,TEMPUS DW INTERNATIONAL,TEMPUSDWINTERNATIONAL,CB,C.B.D,,,,N,S.A CRA.52 NO.48-45 OFICINA 503,MEDELLIN,CO,XXXXXX
TENDEC,TENDEC S.A,TENDECSA,30,NET 30,,,,Y,SANTA LUCIA E1-162 Y AV. 6 DE DICIEMBRE,QUITO,EC,170513
TENTOES,TEN TOES ON THE FLOOR,TENTOESONTHEFLOOR,CO,C.O.D.,,,,N,925 ENTERPRISE AVE.#13,INGLEWOOD,CA,90302
TEST,TEST PICK TICKET,TESTPICKTICKET,,,,,,N,1407 BROADWAY,NEW YORK,NY,10018
TESTORES,T&E STORES,TESTORES,C3,CIT NET 30,,,,Y,6014 11TH AVENUE,BROOKLYN,NY,11219
TETESALAS,INLIGHT TETE SALAS PORRAS,INLIGHTTETESALASPORRAS,CO,C.O.D.,,,,N,1087 NOTOS LANE,EL. PASO,TX,79935
THARRALSON,THARRAL AND SONS,THARRALANDSONS,WR,WIRE,,,,Y,AT 50/3 BALJEET NAGAR,NEW DELHI,IN,110008
THEBABY,THE BABY SHOPPE,THEBABYSHOPPE,CC,CREDIT CARD,,,,Y,85 NORTH SOUND ROAD,CAYMAN ISLAND,XX,KY1-1205
THEBARBAR,THE BARBARA FRIDAY COLLECTIOON,THEBARBARAFRIDAYCOLLECTIOON,CC,CREDIT CARD,,,,N,122 CALISTOGA ROAD #303,SANTA ROSA,CA,95409
THEBARGAIN,THE BARGAIN SHOP HOLDINGS INC,THEBARGAINSHOPHOLDINGSINC,C6,CIT NET 60,,,,N,CORPORATE OFFICE,MISSISSAUGA,ON,L4V3L9
THEBOTIQUE,THE BOTIUQE THE HOSPITAL OF THE U OF PA,THEBOTIUQETHEHOSPITALOFTHEUOFPA,30,NET 30,,,,N,14 PENN TOWER 3400,SPRUCEST PHILADELPHIA,PA,19104
THECHELSEA,THE CHELSEA GROUP,THECHELSEAGROUP,30,NET 30,,,,N,2944  BIDDLE AVENUE,WYANDOTTE,MI,48192
THECHESHIR,THE CHESIRE CAT,THECHESIRECAT,CO,C.O.D.,,,,N,78 MARKET STREET,POTSDAM,NY,13676
